column_name,dtype
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL LAS MERCEDES SAN PABLO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL LESTONNAC,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL LICEO CELEDON,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL LOS LAURELES,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL LOS ROSALES,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL LUIS CARLOS GALAN SARMIENTO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL LUZ DEL CARIBE,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL MADRE MARCELINA,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL MADRES CATOLICAS,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL MANUEL ZAPATA OLIVELLA,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL MARCO FIDEL SUAREZ,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL MARIA INMACULADA,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL MARIE POUSSEPIN,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL MAYOR DE BARRANQUILLA Y DEL CARIBE,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL MIGUEL ANGEL BUILES,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL MUNDO BOLIVARIANO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL MURILLO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL NICOLAS BUENAVENTURA,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL NO. 161,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL NO. 176,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL NUESTRA SEÑORA DE  LAS NIEVES,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL NUESTRA SEÑORA DEL ROSARIO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL NUEVA GRANADA,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL NUEVO AMANECER CON DIOS,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL NUEVO BOSQUE,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL NUEVO COLEGIO TECNICO DEL SANTUARIO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL OLAYA,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL OLGA EMILIANI,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL OLIVOS,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL ONCE DE NOVIEMBRE,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL PARA EL DESARROLLO DEL TALENTO HUMANO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL PARA EL DESARROLLO HUMANO MARIA CANO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL PESTALOZZI,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL PINAR DEL RIO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL POZOS COLORADOS,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL PUERTA DE ORO FE Y ALEGRÍA,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL REUVEN FEUERSTEN,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL RODOLFO LLINAS RIASCOS,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL SAGRADO CORAZON DE JESUS,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL SALVADOR SUAREZ SUAREZ,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL SAN GABRIEL,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL SAN JOSE,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL SAN LUIS,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL SAN MIGUEL ARCANGEL,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL SAN SALVADOR,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL SAN VICENTE DE PAUL,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL SANTA BERNARDITA,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL SANTA MAGDALENA SOFIA,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL SANTA MARIA,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL SANTO DOMINGO DE GUZMAN,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL SARID ARTETA DE VASQUEZ,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL SIMON BOLIVAR,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL SIMON BOLIVAR DE GAIRA,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL SIMON RODRIGUEZ,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL SOFIA CAMARGO DE LLERAS,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL SONIA AHUMADA,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL TECNICA CRUZADA SOCIAL,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL TECNICA DE REBOLO,bool
"COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL TECNICA DIVERSIFICADA DE BARRANQUILLA ""COTEDIBA""",bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL TECNICA HELENA DE CHAUVIN,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL TECNICA MEIRA DEL MAR,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL TECNICA METROPOLITANO DE BARRANQUILLA PARQUE EDUCATIVO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL TECNICA PABLO NERUDA,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL TECNICO JESUS MAESTRO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL TIERRA SANTA,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL TÉCNICA DE MINCA,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL TÉCNICA NACIONAL DE COMERCIO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL UNIVERSAL,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL VILLA DEL CARMEN,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL VILLANUEVA,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITAL VILLAS DE SAN PABLO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DISTRITALEL CASTILLO DE LA ALBORAYA,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DIVERSIFICADO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DIVINA EUCARISTIA,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DIVINA PASTORA,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DIVINO NI¿O GENOVA,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DIVINO NIÑO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DIVINO NIÑO DE TIERRA GRATA,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DIVINO NIÑO JESUS,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DIVINO NIÑO LA MADERA,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DOIMA,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DOLORES GARRIDO DE GONZALEZ,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DOLORES MARIA UCROS,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DOMINGO BENKOS BIOHO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DOMINGO IRURITA,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DOMINGO SAVIO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DOMINGUILLO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DONMATIAS,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DORADA,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DOS QUEBRADAS,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DULCE NOMBRE,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA DULCE NOMBRE DE JESUS,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA ECOLOGICA EL CARMEN,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA ECOLOGICA LA COCHA,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA ECOPETROL,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EDUARDO CARRANZA,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EDUARDO ESPITIA ROMERO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EDUARDO GOMEZ ARRUBLA,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EDUARDO ORTEGA ARANGO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EDUARDO SANTOS,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EDUARDO SUAREZ ORCASITA,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EDUCAR SIGLO XXI,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EFRAIN VARELA VACA,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EFREN CARDONA CHICA,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL AGUILA,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL ALGARROBO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL ASERRIO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL BANCO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL BOSQUE,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL CABILDO (ANTES CENTRO EDUCATIVO EL CABILDO),bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL CAGUAN,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL CAIMO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL CAIRO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL CAMPAMENTO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL CAMPANO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL CAMPANO DE LOS INDIOS,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL CANAL NOCTURNO MARIANO OSPINA PEREZ,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL CARMELO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL CARMEN,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL CARMEN DE SAIZA,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL CASTILLO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL CAÑITO DE LOS SABALOS,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL CEDRO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL CENTENARIO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL CERRO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL CONCORDE,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL CONTENTO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL CORAZÓN,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL CRISTAL,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL CRUCE DE SANTA ROSA,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL CRUCERO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL CUSIANA,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL DESCANSO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL DIAMANTE,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL DIVISO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL DORADO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL EBANO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL EDEN,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL GAITAL,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL GUINEO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL HATO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL HORMIGUERO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL HORRO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL JAPON,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL JUNCAL,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL LAZO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL LIMON,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL LIMONAR,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL LLANO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL MADROÑO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL MAMEY,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL MANGO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL MARQUEZ,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL MINUTO DE DIOS,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL MIRADOR,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL NACIONAL,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL OASIS,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL PALMAR,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL PALMAR (ANTES CENTRO EDUCATIVO EL PALMAR),bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL PARAMO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL PASO DE LAS FLORES,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL PEDRAL,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL PENSIL,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL PERRO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL PESCADOR,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL PICACHITO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL PINAL,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL PITAL,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL PLACER,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL PLAYON,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL POBLADO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL PORVENIR,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL POZO PETROLERO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL PRETEXTO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL PROGRESO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL QUEBRADON,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL QUEREMAL,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL RAMO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL RECREO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL REMOLINO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL REPOSO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL RESBALON,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL RESGUARDO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL RETIRO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL RETIRO DE LOS INDIOS,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL ROBLE,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL RODEO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL ROSARIO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL RUBI,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL SALITRE,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL SALVADOR,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL SESTEADERO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL SIGLO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL SILENCIO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL SOCORRO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL TEJAR,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL TESORO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL TIGRE VILLA CLARETH,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL TREBOL,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL TRIUNFO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL TRIUNFO SANTA TERESA,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL VERGEL,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EL VIAJANO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA ELEAZAR LIBREROS SALAMANCA,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA ELIAS MEJIA ANGEL,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA ELISA BORRERO DE PASTRANA,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA ELISEO PAYAN,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA ELOY QUINTERO ARAUJO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EMANUEL,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EMILIANO RESTREPO ECHAVARRIA,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EMPRESARIAL,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EMPRESARIAL CERRO ALTO (ANTES I E COMERCIAL CERRO ALTO),bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA EMPRESARIALY AGROINDUSTRIAL LOS ANDES INSEANDES,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA ENCIMADAS,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA ENOC MENDOZA RIASCOS,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA ENRIQUE LALLEMAND,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA ENRIQUE OLAYA HERRERA,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA ENRIQUE PUPO MARTINEZ,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA ENRIQUE VELEZ ESCOBAR,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA ERNESTINA CASTRO DE AGUILAR,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA ERNESTINA PANTOJA,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA ERNESTO PARODI MEDINA,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA ERNESTO RINCON DUCON,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA ESC. NORMAL SUPERIOR DE LA PRESENTACION,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA ESCUELA  NORMAL SUPERIOR CLAUDINA MUNERA,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA ESCUELA DE LA PALABRA,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR CRISTO REY,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR DE ABEJORRAL,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR DE ACACIAS,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR DE MONTERREY,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR DE VILLAHERMOSA,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR DEL MAGDALENA MEDIO,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR MARIA AUXILIADORA,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR MARIA AUXILIADORA GIRARDOT,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR MARIA ESCOLASTICA,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR MIGUEL ANGEL ALVAREZ,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR NUESTRA SENORA DE LA CANDELARIA,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR NUESTRA SE¿ORA DE FATIMA,bool
COLE_NOMBRE_ESTABLECIMIENTO_INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR PRESBITERO JOSE GOMEZ ISAZA,bool
