column_name,dtype
COLE_NOMBRE_ESTABLECIMIENTO_COL PARROQ SAN JUAN BAUTISTA DE LA SALLE,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL PARROQ SAN LUIS GONZAGA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL PARROQ SAN PEDRO CLAVER,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL PARROQ SANTA ISABEL DE HUNGRIA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL PARROQUIAL NTRA SE?ORA DEL BUEN CONSEJO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL PARROQUIAL NUESTRA SEÑORA DE CHIQUINQUIRA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL PARROQUIAL NUESTRA SEÑORA DE FÁTIMA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL PARROQUIAL SAN FRANCISCO DE ASIS,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL PARROQUIAL SAN JUDAS TADEO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL PARROQUIAL SANTIAGO APOSTOL,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL PBRO DANIEL JORDAN,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL PEDAG DE LOS ANDES,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL PEDAG DEL ESPIRITU SANTO COPES,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL PEDAG DULCE MARIA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL PEDAG OFELIA VILLAMIZAR,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL PEDRO DE HEREDIA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL PIAGET,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL PILAR DEL SABER (ANTES JARD. INF. PIOLIN),bool
COLE_NOMBRE_ESTABLECIMIENTO_COL POLITECNICO LOS LIBERTADORES,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL PRESBITERO ALVARO SUAREZ,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL PRESENTACION,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL PRIMERO DE MAYO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL PRINCIPE DE PAZ,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL PROVINCIAL SAN JOSE,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL PSICOPEDAG EL ARTE DEL SABER,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL PSICOPEDAG EL FUTURO DE VILLA DEL RIO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL PSICOPEDAGOGICO DE CHIA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL PUERTO NUEVO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL PUERTO SANTANDER,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL RAFAEL CONTRERAS NAVARRO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL RAFAEL MARIA CARRASQUILLA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL RAFAEL NU¥EZ,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL RAFAEL POMBO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL RAIMUNDO ORDO¿EZ YA¿EZ,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL RAMON LOZANO GARCES 2,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL REAL DE BOGOTA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL REAL DE COLOMBIA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL REFOUS,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL REINA DE GALES,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL REINA DE LA PAZ,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL REMBRANDT,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL REMEDIOS CATALINA AMAYA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL RICAURTE,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL ROCHESTER,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL ROOSEVELTH (ANTIGUO LIC ABEJA MAYA),bool
COLE_NOMBRE_ESTABLECIMIENTO_COL RR OBLATAS AL DIVINO AMOR,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SAGRADA FAMILIA ALDEA PABLO VI,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SAGRADO CORAZON DE JESUS,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SAGRADO CORAZON DE JESUS BETHLEMITAS,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SAGRADO CORAZON DE JESUS HERMANAS BETHLEMITAS,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SAGRADO CORAZON DE MARIA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SAGRADOS CORAZONES,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SAINT ANDREWS,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SALESIANO DE LEON XIII,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SALESIANO EL SUFRAGIO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SALESIANO JUAN DEL RIZZO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SAN AGUSTIN,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SAN ANTONIO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SAN BARTOLOME,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SAN BARTOLOME APOSTOL,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SAN BARTOLOME LA MERCED,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SAN BERNARDO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SAN BONIFACIO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SAN BUENAVENTURA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SAN CARLOS,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SAN FELIPE NERI,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SAN FRANCISCO JAVIER,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SAN FRANCISCO SOLANO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SAN GABRIEL DE LA DOLOROSA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SAN IGNACIO DE LOYOLA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SAN ISIDRO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SAN ISIDRO LABRADOR,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SAN JORGE DE INGLATERRA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SAN JOSE,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SAN JOSE DE LAS VEGAS,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SAN JOSE DE TARBES,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SAN JOSE DEL AVILA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SAN JOSÉ DE CÚCUTA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SAN JUAN BOSCO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SAN JUAN DE AVIILA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SAN JUAN EUDES,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SAN LUCAS,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SAN LUIS,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SAN LUIS DE LA POLICIA NAL,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SAN NICOLAS DE TOLENTINO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SAN PEDRO CLAVER,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SAN RAFAEL,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SAN RAFAEL ARCANGEL,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SAN TARSICIO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SAN TARSICIO LOS PATIOS,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SAN VIATOR,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SAN VICENTE FERRER,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SANTA  JUANA DE ARCO SEDE # 2,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SANTA ANA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SANTA BARBARA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SANTA CATALINA DEL SUR ORIENTE,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SANTA CECILIA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SANTA CLARA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SANTA CLARA DE ASIS,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SANTA CRUZ,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SANTA CRUZ DE MOMPOS,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SANTA FRANCISCA ROMANA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SANTA INES CAMPESTRE,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SANTA ISABEL DE HUNGRIA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SANTA LIBRADA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SANTA LUCIA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SANTA LUISA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SANTA MARIA DE LA ESPERANZA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SANTA MARIA DE LA PAZ,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SANTA MARIA DEL LLANO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SANTA MARIA DEL ROSARIO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SANTA MARIA GORETTI,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SANTA MARIA MAZZARELLO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SANTA MARIANA DE JESUS,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SANTA MARIANA DE JESÚS,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SANTA ROSA DE LIMA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SANTA TERESA DE JESUS,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SANTA TERESITA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SANTANDER,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SANTO ANGEL,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SANTO ANGEL DE LA GUARDA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SANTO ANGEL LA LIBERTAD,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SANTO DOMINGO DE GUZMAN,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SANTO DOMINGO SAVIO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SANTO TOMAS DE AQUINO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SANTO TORIBIO DE MONGROVEJO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SEMIPRECENCIAL SANTA CRUZ,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SEMIPRESENCIAL SAN JUAN BOSCO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SENDEROS,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SENDEROS DE PAZ,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SERVICIOS EDUC PARA EL DESARROLLO INTEGL  SEDI,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SIGMUND FREUD,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SINTRAFEC HERNAN SILVA PEREZ,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SUPERIOR AMERICANO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SUPERIOR DE OCCIDENTE,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SUR OCCIDENTE,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL SUR ORIENTAL PANAMERICANO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL TEC CARLOS J. HUELGOS,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL TEC CIAL SAN MARCOS DE LEON,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL TEC COMERCIAL YAREGUI,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL TEC JUVENIL DEL VALLE,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL TEC VICENTE AZUERO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL TECNICO COMFACAUCA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL TECNICO MARIA ELVINIA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL TEODORO GUTIERREZ CALDERON,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL TERESIANO NSTRA SRA DE LA CANDELARIA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL TIRSO DE MOLINA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL TOMAS ALVA EDISON,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL TRIANGULO CHAPINERO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL TRIANGULO KENNEDY,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL TRIANGULO PATIO BONITO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL TRIANGULO RESTREPO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL TÉCNICO ADOLFO KOLPING,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL UNIV SAN CARLOS,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL VICTORIOSO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL VIDA NUEVA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL VILLA DE LAS PALMAS,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL WESLEYANO DEL NORTE,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL YARIGUIES,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL YERMO Y PARRES,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL-EMPRESARIAL DE LOS ANDES,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL.  FRANCISCANO AGUSTIN GEMELLI,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL.  MONTESSORI,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. ADVENTISTA BARBOSA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. ADVENTISTA DE C/GENA.,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. ADVENTISTA DE TURBO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. ADVENTISTA MARCO FIDEL SUAREZ,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. ANGLOHISPANO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. BIFFI,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. BILINGUE DE CARTAGENA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. BTO. SDO CORAZON DE JESUS,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. CALLEJA REAL,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. CAMINO DEL CORAL DE C/GENA.,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. CAMP. LEON DE GREIFF,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. COLOMBO INGLES,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. COMFAMILIAR C/GENA.,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. COMFANDI CALIPSO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. COOP. LA PRESENTACION,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. COOPERATIVO APARTADO CARLOS ARTURO ROLDAN BETANCUR,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. CRISTIANO EVANGELICO SHALOM,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. CULTURAL ANDINO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. DE LA ESPERANZA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. DE LA PRESENTACION,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. DE LA SALLE,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. DE NTRA. SRA. DEL ROSARIO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. DIOCESANO JUAN XXIII,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. DIOCESANO NUESTRA SENORA DEL CARMEN,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. DOMINGO SAVIO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. EL CARMELO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. EL DIVINO SALVADOR,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. EUCARISTICO DE SANTA TERESA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. EUCARISTICO NTRA. SRA. DEL CARMEN,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. EUGENIA RAVASCO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. FILIPENSE NTRA SRA DE LOURDES,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. FUND.   BILING . DE VALLEDUPAR,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. GIMN. MODERNO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. GIMNASIO DEL NORTE,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. GONZALO JIMENEZ DE QUEZADA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. HISPANOAMERICANO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. JUAN JOSE RONDON,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. LA ANUNCIACION,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. LA SALLE DE VILLAVICENCIO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. LOS ALCAZARES,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. LOS LIBERTADORES,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. MARCELO GRAZIOSI,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. MARIA MONTESORI,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. MARIA MONTESORRI,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. MAYOR DE NTRA SEÑORA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. MILITAR ALMIRANTE COLON,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. MILITAR JOSE MARIA CORDOBA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. MIX. CARLOS PAYAN,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. MODELO DE LA COSTA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. MODERNO DEL NORTE,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. NAVAL DE CRESPO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. NTRA SRA. DE LOS ANGELES,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. NTRA. SE?ORA DE LA CANDELARIA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. NTRA. SRA. DE FATIMA DE LA POL NAL,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. NTRA. SRA. DE LA CONSOLATA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. NUESTRA SEÑORA DE FÁTIMA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. NUESTRA SEÑORA DE LA GRACIA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. NUESTRA SEÑORA DEL ROSARIO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. NUEVO GIMNASIO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. OCTAVIANA DEL C. VIVES C,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. PABLO SEXTO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. PARROQUIAL EL CARMELO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. REAL JEAN PIAGET,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. SAGRADA FAMILIA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. SALESIANO SAN PEDRO CLAVER,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. SAN  RAFAEL  ARCANGEL,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. SAN FERNANDO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. SAN LUIS GONZAGA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. SAN MIGUEL - HORMIGUITA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. SANTA CLARA DE HUNGRIA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. SANTA FE,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. SANTA INÉS,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. SANTA TERESITA DEL NIÑO JESUS,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. SANTO TOMAS DE AQUINO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. SELVALEGRE,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. SEMINARIO REDENTORISTA  S. CLEMENTE,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. SUE?OS Y OPORTUNIDADES JESUS MAESTRO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. TEC. COMERCIAL SANTA MARIA GORETTY,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. TRINITARIO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL. UNIVERSIDAD PONTIFICIA BOLIVARIANA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL.CIAL. STA JUANA DE ARCO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COL.SANTA MARIA DE PANCE,bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO    CABECERA DEL LLANO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO   LIZCANO FLOREZ,bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO  ADVENTISTA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO  AGUADA DE CEFERINO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO  AURELIO MARTINEZ MUTIS,bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO  DELICIAS,bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO  HOLANDA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO  INTEGRADO DE CABRERA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO  INTEGRADO DON BOSCO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO  INTEGRADO HELENA SANTOS ROSILLO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO  JOSE MARIA LANDAZURI,bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO  LA LLANITA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO  LAS MONTOYAS,bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO  LLANO DE PALMAS,bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO  MARIA AUXILIADORA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO  NUESTRA  SEÑORA  DE  LA PROVIDENCIA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO  NUESTRO  SE¿OR DE LA BUENA ESPERANZA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO  PORTUGAL,bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO  POZO CUATRO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO  SAN LUIS GONZAGA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO  TRINIDAD CAMACHO PINZON,bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO 20 DE JULIO CENTRAL,bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO ABRAHAM LINCOLN,bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO ACACIA II (IED),bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO ACADEMIA TECNICA COMERCIAL DE LOS ANDES E.U. ACOANDES,bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO ADORATRICES,bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO ADVENTISTA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO ADVENTISTA DE APARTADO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO ADVENTISTA DE ZARAGOZA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO ADVENTISTA DEL ATLANTICO  MAX TRUMMER,bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO ADVENTISTA EMMANUEL,bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO ADVENTISTA LIBERTAD,bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO ADVENTISTA LIBERTAD NORTE,bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO AGRICOLA SAN PEDRO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO AGROECOLOGICO HOLANDA FUNDACION ALEJANDRO GALVIS GALVIS,bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO AGROINDUSTRIAL DE PUERTO NUEVO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO AGROPECUARIO PUENTE SOGAMOSO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO AGUSTIN CODAZZI,bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO AGUSTIN FERNANDEZ (IED),bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO AGUSTIN NIETO CABALLERO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO AGUSTINIANO SUBA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO AGUSTINIANO TAGASTE,bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO ALAFAS DEL NORTE,bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO ALBANIA,bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO ALBERT EINSTEIN,bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO ALBERTO LLERAS CAMARGO (IED),bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO ALBERTO SANTOS BUITRAGO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO ALCARAVANES,bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO ALDEMAR ROJAS PLAZAS (CED),bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO ALEJANDRO DE HUMBOLDT,bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO ALEJANDRO MAGNO,bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO ALEJANDRO OBREGON (IED),bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO ALEMAN,bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO ALEMANIA UNIFICADA (IED),bool
COLE_NOMBRE_ESTABLECIMIENTO_COLEGIO ALEXANDER FLEMING (IED),bool
